Filtro A,Filtro B,Limiar,Estrategia,Data,Jaccard
Naive,Projetado,0.0%,Value-Weighted,2023-04-03,0.2838
Naive,Projetado,0.0%,Value-Weighted,2023-04-10,0.2838
Naive,Projetado,0.0%,Value-Weighted,2023-04-17,0.2838
Naive,Projetado,0.0%,Value-Weighted,2023-04-24,0.2838
Naive,Projetado,0.0%,Value-Weighted,2023-05-02,0.3067
Naive,Projetado,0.0%,Value-Weighted,2023-05-08,0.3067
Naive,Projetado,0.0%,Value-Weighted,2023-05-15,0.3500
Naive,Projetado,0.0%,Value-Weighted,2023-05-22,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-05-29,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-06-05,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-06-12,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-06-19,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-06-26,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-07-03,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-07-10,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-07-17,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-07-24,0.3797
Naive,Projetado,0.0%,Value-Weighted,2023-07-31,0.3924
Naive,Projetado,0.0%,Value-Weighted,2023-08-07,0.3671
Naive,Projetado,0.0%,Value-Weighted,2023-08-14,0.3250
Naive,Projetado,0.0%,Value-Weighted,2023-08-21,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-08-28,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-09-04,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-09-11,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-09-18,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-09-25,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-10-02,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-10-09,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-10-16,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-10-23,0.2875
Naive,Projetado,0.0%,Value-Weighted,2023-10-30,0.2750
Naive,Projetado,0.0%,Value-Weighted,2023-11-06,0.2840
Naive,Projetado,0.0%,Value-Weighted,2023-11-13,0.3976
Naive,Projetado,0.0%,Value-Weighted,2023-11-20,0.4353
Naive,Projetado,0.0%,Value-Weighted,2023-11-27,0.4353
Naive,Projetado,0.0%,Value-Weighted,2023-12-04,0.4353
Naive,Projetado,0.0%,Value-Weighted,2023-12-11,0.4353
Naive,Projetado,0.0%,Value-Weighted,2023-12-18,0.4353
Naive,Projetado,0.0%,Value-Weighted,2023-12-26,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-01-02,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-01-08,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-01-15,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-01-22,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-01-29,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-02-05,0.4353
Naive,Projetado,0.0%,Value-Weighted,2024-02-14,0.4471
Naive,Projetado,0.0%,Value-Weighted,2024-02-19,0.4471
Naive,Projetado,0.0%,Value-Weighted,2024-02-26,0.4588
Naive,Projetado,0.0%,Value-Weighted,2024-03-04,0.4535
Naive,Projetado,0.0%,Value-Weighted,2024-03-11,0.4368
Naive,Projetado,0.0%,Value-Weighted,2024-03-18,0.4535
Naive,Projetado,0.0%,Value-Weighted,2024-03-25,0.4419
Naive,Projetado,0.0%,Markowitz,2023-03-20,0.3846
Naive,Projetado,0.0%,Markowitz,2023-03-27,0.3846
Naive,Projetado,0.0%,Markowitz,2023-04-03,0.3750
Naive,Projetado,0.0%,Markowitz,2023-04-10,0.3750
Naive,Projetado,0.0%,Markowitz,2023-04-17,0.3333
Naive,Projetado,0.0%,Markowitz,2023-04-24,0.3529
Naive,Projetado,0.0%,Markowitz,2023-05-02,0.5000
Naive,Projetado,0.0%,Markowitz,2023-05-08,0.4667
Naive,Projetado,0.0%,Markowitz,2023-05-15,0.3125
Naive,Projetado,0.0%,Markowitz,2023-05-22,0.4375
Naive,Projetado,0.0%,Markowitz,2023-05-29,0.4118
Naive,Projetado,0.0%,Markowitz,2023-06-05,0.3125
Naive,Projetado,0.0%,Markowitz,2023-06-12,0.2941
Naive,Projetado,0.0%,Markowitz,2023-06-19,0.2941
Naive,Projetado,0.0%,Markowitz,2023-06-26,0.4000
Naive,Projetado,0.0%,Markowitz,2023-07-03,0.3529
Naive,Projetado,0.0%,Markowitz,2023-07-10,0.3529
Naive,Projetado,0.0%,Markowitz,2023-07-17,0.4000
Naive,Projetado,0.0%,Markowitz,2023-07-24,0.3529
Naive,Projetado,0.0%,Markowitz,2023-07-31,0.4375
Naive,Projetado,0.0%,Markowitz,2023-08-07,0.4000
Naive,Projetado,0.0%,Markowitz,2023-08-14,0.4000
Naive,Projetado,0.0%,Markowitz,2023-08-21,0.2222
Naive,Projetado,0.0%,Markowitz,2023-08-28,0.2222
Naive,Projetado,0.0%,Markowitz,2023-09-04,0.2353
Naive,Projetado,0.0%,Markowitz,2023-09-11,0.2222
Naive,Projetado,0.0%,Markowitz,2023-09-18,0.2105
Naive,Projetado,0.0%,Markowitz,2023-09-25,0.2222
Naive,Projetado,0.0%,Markowitz,2023-10-02,0.2105
Naive,Projetado,0.0%,Markowitz,2023-10-09,0.2500
Naive,Projetado,0.0%,Markowitz,2023-10-16,0.2105
Naive,Projetado,0.0%,Markowitz,2023-10-23,0.2000
Naive,Projetado,0.0%,Markowitz,2023-10-30,0.1500
Naive,Projetado,0.0%,Markowitz,2023-11-06,0.1500
Naive,Projetado,0.0%,Markowitz,2023-11-13,0.3529
Naive,Projetado,0.0%,Markowitz,2023-11-20,0.4444
Naive,Projetado,0.0%,Markowitz,2023-11-27,0.3000
Naive,Projetado,0.0%,Markowitz,2023-12-04,0.3000
Naive,Projetado,0.0%,Markowitz,2023-12-11,0.3158
Naive,Projetado,0.0%,Markowitz,2023-12-18,0.3000
Naive,Projetado,0.0%,Markowitz,2023-12-26,0.3000
Naive,Projetado,0.0%,Markowitz,2024-01-02,0.3158
Naive,Projetado,0.0%,Markowitz,2024-01-08,0.3158
Naive,Projetado,0.0%,Markowitz,2024-01-15,0.3158
Naive,Projetado,0.0%,Markowitz,2024-01-22,0.3333
Naive,Projetado,0.0%,Markowitz,2024-01-29,0.3684
Naive,Projetado,0.0%,Markowitz,2024-02-05,0.4118
Naive,Projetado,0.0%,Markowitz,2024-02-14,0.3889
Naive,Projetado,0.0%,Markowitz,2024-02-19,0.3158
Naive,Projetado,0.0%,Markowitz,2024-02-26,0.3158
Naive,Projetado,0.0%,Markowitz,2024-03-04,0.3158
Naive,Projetado,0.0%,Markowitz,2024-03-11,0.2381
Naive,Projetado,0.0%,Markowitz,2024-03-18,0.3000
Naive,Projetado,0.0%,Markowitz,2024-03-25,0.2857
Naive,Projetado,0.5%,Equal-Weight,2023-03-20,0.3091
Naive,Projetado,0.5%,Equal-Weight,2023-03-27,0.2969
Naive,Projetado,0.5%,Equal-Weight,2023-04-03,0.3043
Naive,Projetado,0.5%,Equal-Weight,2023-04-10,0.3043
Naive,Projetado,0.5%,Equal-Weight,2023-04-17,0.3043
Naive,Projetado,0.5%,Equal-Weight,2023-04-24,0.3043
Naive,Projetado,0.5%,Equal-Weight,2023-05-02,0.3235
Naive,Projetado,0.5%,Equal-Weight,2023-05-08,0.3235
Naive,Projetado,0.5%,Equal-Weight,2023-05-15,0.3562
Naive,Projetado,0.5%,Equal-Weight,2023-05-22,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-05-29,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-06-05,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-06-12,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-06-19,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-06-26,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-07-03,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-07-10,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-07-17,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-07-24,0.3836
Naive,Projetado,0.5%,Equal-Weight,2023-07-31,0.3973
Naive,Projetado,0.5%,Equal-Weight,2023-08-07,0.3611
Naive,Projetado,0.5%,Equal-Weight,2023-08-14,0.3067
Naive,Projetado,0.5%,Equal-Weight,2023-08-21,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-08-28,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-09-04,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-09-11,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-09-18,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-09-25,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-10-02,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-10-09,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-10-16,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-10-23,0.2800
Naive,Projetado,0.5%,Equal-Weight,2023-10-30,0.2838
Naive,Projetado,0.5%,Equal-Weight,2023-11-06,0.2933
Naive,Projetado,0.5%,Equal-Weight,2023-11-13,0.3896
Naive,Projetado,0.5%,Equal-Weight,2023-11-20,0.4474
Naive,Projetado,0.5%,Equal-Weight,2023-11-27,0.4474
Naive,Projetado,0.5%,Equal-Weight,2023-12-04,0.4474
Naive,Projetado,0.5%,Equal-Weight,2023-12-11,0.4474
Naive,Projetado,0.5%,Equal-Weight,2023-12-18,0.4474
Naive,Projetado,0.5%,Equal-Weight,2023-12-26,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-01-02,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-01-08,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-01-15,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-01-22,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-01-29,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-02-05,0.4474
Naive,Projetado,0.5%,Equal-Weight,2024-02-14,0.4430
Naive,Projetado,0.5%,Equal-Weight,2024-02-19,0.4430
Naive,Projetado,0.5%,Equal-Weight,2024-02-26,0.4557
Naive,Projetado,0.5%,Equal-Weight,2024-03-04,0.4615
Naive,Projetado,0.5%,Equal-Weight,2024-03-11,0.4430
Naive,Projetado,0.5%,Equal-Weight,2024-03-18,0.4805
Naive,Projetado,0.5%,Equal-Weight,2024-03-25,0.4868
Naive,Projetado,0.5%,Value-Weighted,2023-03-20,0.3091
Naive,Projetado,0.5%,Value-Weighted,2023-03-27,0.2969
Naive,Projetado,0.5%,Value-Weighted,2023-04-03,0.3043
Naive,Projetado,0.5%,Value-Weighted,2023-04-10,0.3043
Naive,Projetado,0.5%,Value-Weighted,2023-04-17,0.3043
Naive,Projetado,0.5%,Value-Weighted,2023-04-24,0.3043
Naive,Projetado,0.5%,Value-Weighted,2023-05-02,0.3235
Naive,Projetado,0.5%,Value-Weighted,2023-05-08,0.3235
Naive,Projetado,0.5%,Value-Weighted,2023-05-15,0.3562
Naive,Projetado,0.5%,Value-Weighted,2023-05-22,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-05-29,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-06-05,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-06-12,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-06-19,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-06-26,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-07-03,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-07-10,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-07-17,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-07-24,0.3836
Naive,Projetado,0.5%,Value-Weighted,2023-07-31,0.3973
Naive,Projetado,0.5%,Value-Weighted,2023-08-07,0.3611
Naive,Projetado,0.5%,Value-Weighted,2023-08-14,0.3067
Naive,Projetado,0.5%,Value-Weighted,2023-08-21,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-08-28,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-09-04,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-09-11,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-09-18,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-09-25,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-10-02,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-10-09,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-10-16,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-10-23,0.2800
Naive,Projetado,0.5%,Value-Weighted,2023-10-30,0.2838
Naive,Projetado,0.5%,Value-Weighted,2023-11-06,0.2933
Naive,Projetado,0.5%,Value-Weighted,2023-11-13,0.3896
Naive,Projetado,0.5%,Value-Weighted,2023-11-20,0.4474
Naive,Projetado,0.5%,Value-Weighted,2023-11-27,0.4474
Naive,Projetado,0.5%,Value-Weighted,2023-12-04,0.4474
Naive,Projetado,0.5%,Value-Weighted,2023-12-11,0.4474
Naive,Projetado,0.5%,Value-Weighted,2023-12-18,0.4474
Naive,Projetado,0.5%,Value-Weighted,2023-12-26,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-01-02,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-01-08,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-01-15,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-01-22,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-01-29,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-02-05,0.4474
Naive,Projetado,0.5%,Value-Weighted,2024-02-14,0.4430
Naive,Projetado,0.5%,Value-Weighted,2024-02-19,0.4430
Naive,Projetado,0.5%,Value-Weighted,2024-02-26,0.4557
Naive,Projetado,0.5%,Value-Weighted,2024-03-04,0.4615
Naive,Projetado,0.5%,Value-Weighted,2024-03-11,0.4430
Naive,Projetado,0.5%,Value-Weighted,2024-03-18,0.4805
Naive,Projetado,0.5%,Value-Weighted,2024-03-25,0.4868
Naive,Projetado,0.5%,Markowitz,2023-03-20,0.4545
Naive,Projetado,0.5%,Markowitz,2023-03-27,0.4167
Naive,Projetado,0.5%,Markowitz,2023-04-03,0.4000
Naive,Projetado,0.5%,Markowitz,2023-04-10,0.4000
Naive,Projetado,0.5%,Markowitz,2023-04-17,0.3125
Naive,Projetado,0.5%,Markowitz,2023-04-24,0.3750
Naive,Projetado,0.5%,Markowitz,2023-05-02,0.5333
Naive,Projetado,0.5%,Markowitz,2023-05-08,0.5333
Naive,Projetado,0.5%,Markowitz,2023-05-15,0.3125
Naive,Projetado,0.5%,Markowitz,2023-05-22,0.4375
Naive,Projetado,0.5%,Markowitz,2023-05-29,0.4118
Naive,Projetado,0.5%,Markowitz,2023-06-05,0.3125
Naive,Projetado,0.5%,Markowitz,2023-06-12,0.2941
Naive,Projetado,0.5%,Markowitz,2023-06-19,0.2941
Naive,Projetado,0.5%,Markowitz,2023-06-26,0.4000
Naive,Projetado,0.5%,Markowitz,2023-07-03,0.3529
Naive,Projetado,0.5%,Markowitz,2023-07-10,0.3529
Naive,Projetado,0.5%,Markowitz,2023-07-17,0.4000
Naive,Projetado,0.5%,Markowitz,2023-07-24,0.3529
Naive,Projetado,0.5%,Markowitz,2023-07-31,0.4375
Naive,Projetado,0.5%,Markowitz,2023-08-07,0.2500
Naive,Projetado,0.5%,Markowitz,2023-08-14,0.2667
Naive,Projetado,0.5%,Markowitz,2023-08-21,0.1111
Naive,Projetado,0.5%,Markowitz,2023-08-28,0.1000
Naive,Projetado,0.5%,Markowitz,2023-09-04,0.1111
Naive,Projetado,0.5%,Markowitz,2023-09-11,0.1053
Naive,Projetado,0.5%,Markowitz,2023-09-18,0.1111
Naive,Projetado,0.5%,Markowitz,2023-09-25,0.1111
Naive,Projetado,0.5%,Markowitz,2023-10-02,0.1579
Naive,Projetado,0.5%,Markowitz,2023-10-09,0.1176
Naive,Projetado,0.5%,Markowitz,2023-10-16,0.1667
Naive,Projetado,0.5%,Markowitz,2023-10-23,0.1500
Naive,Projetado,0.5%,Markowitz,2023-10-30,0.1579
Naive,Projetado,0.5%,Markowitz,2023-11-06,0.1667
Naive,Projetado,0.5%,Markowitz,2023-11-13,0.3529
Naive,Projetado,0.5%,Markowitz,2023-11-20,0.4444
Naive,Projetado,0.5%,Markowitz,2023-11-27,0.3000
Naive,Projetado,0.5%,Markowitz,2023-12-04,0.3000
Naive,Projetado,0.5%,Markowitz,2023-12-11,0.3158
Naive,Projetado,0.5%,Markowitz,2023-12-18,0.3000
Naive,Projetado,0.5%,Markowitz,2023-12-26,0.3000
Naive,Projetado,0.5%,Markowitz,2024-01-02,0.3158
Naive,Projetado,0.5%,Markowitz,2024-01-08,0.3158
Naive,Projetado,0.5%,Markowitz,2024-01-15,0.3158
Naive,Projetado,0.5%,Markowitz,2024-01-22,0.3333
Naive,Projetado,0.5%,Markowitz,2024-01-29,0.3684
Naive,Projetado,0.5%,Markowitz,2024-02-05,0.4118
Naive,Projetado,0.5%,Markowitz,2024-02-14,0.3889
Naive,Projetado,0.5%,Markowitz,2024-02-19,0.3158
Naive,Projetado,0.5%,Markowitz,2024-02-26,0.3158
Naive,Projetado,0.5%,Markowitz,2024-03-04,0.3158
Naive,Projetado,0.5%,Markowitz,2024-03-11,0.2381
Naive,Projetado,0.5%,Markowitz,2024-03-18,0.3000
Naive,Projetado,0.5%,Markowitz,2024-03-25,0.3333
Naive,Projetado,1.0%,Equal-Weight,2023-03-20,0.2979
Naive,Projetado,1.0%,Equal-Weight,2023-03-27,0.2857
Naive,Projetado,1.0%,Equal-Weight,2023-04-03,0.2951
Naive,Projetado,1.0%,Equal-Weight,2023-04-10,0.2951
Naive,Projetado,1.0%,Equal-Weight,2023-04-17,0.2951
Naive,Projetado,1.0%,Equal-Weight,2023-04-24,0.2951
Naive,Projetado,1.0%,Equal-Weight,2023-05-02,0.3051
Naive,Projetado,1.0%,Equal-Weight,2023-05-08,0.3051
Naive,Projetado,1.0%,Equal-Weight,2023-05-15,0.3607
Naive,Projetado,1.0%,Equal-Weight,2023-05-22,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-05-29,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-06-05,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-06-12,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-06-19,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-06-26,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-07-03,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-07-10,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-07-17,0.3548
Naive,Projetado,1.0%,Equal-Weight,2023-07-24,0.3492
Naive,Projetado,1.0%,Equal-Weight,2023-07-31,0.3651
Naive,Projetado,1.0%,Equal-Weight,2023-08-07,0.3387
Naive,Projetado,1.0%,Equal-Weight,2023-08-14,0.3188
Naive,Projetado,1.0%,Equal-Weight,2023-08-21,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-08-28,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-09-04,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-09-11,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-09-18,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-09-25,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-10-02,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-10-09,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-10-16,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-10-23,0.2941
Naive,Projetado,1.0%,Equal-Weight,2023-10-30,0.2985
Naive,Projetado,1.0%,Equal-Weight,2023-11-06,0.2985
Naive,Projetado,1.0%,Equal-Weight,2023-11-13,0.3699
Naive,Projetado,1.0%,Equal-Weight,2023-11-20,0.4366
Naive,Projetado,1.0%,Equal-Weight,2023-11-27,0.4366
Naive,Projetado,1.0%,Equal-Weight,2023-12-04,0.4366
Naive,Projetado,1.0%,Equal-Weight,2023-12-11,0.4366
Naive,Projetado,1.0%,Equal-Weight,2023-12-18,0.4366
Naive,Projetado,1.0%,Equal-Weight,2023-12-26,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-01-02,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-01-08,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-01-15,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-01-22,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-01-29,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-02-05,0.4366
Naive,Projetado,1.0%,Equal-Weight,2024-02-14,0.4306
Naive,Projetado,1.0%,Equal-Weight,2024-02-19,0.4306
Naive,Projetado,1.0%,Equal-Weight,2024-02-26,0.4429
Naive,Projetado,1.0%,Equal-Weight,2024-03-04,0.4493
Naive,Projetado,1.0%,Equal-Weight,2024-03-11,0.4225
Naive,Projetado,1.0%,Equal-Weight,2024-03-18,0.4783
Naive,Projetado,1.0%,Equal-Weight,2024-03-25,0.4783
Naive,Projetado,1.0%,Value-Weighted,2023-03-20,0.2979
Naive,Projetado,1.0%,Value-Weighted,2023-03-27,0.2857
Naive,Projetado,1.0%,Value-Weighted,2023-04-03,0.2951
Naive,Projetado,1.0%,Value-Weighted,2023-04-10,0.2951
Naive,Projetado,1.0%,Value-Weighted,2023-04-17,0.2951
Naive,Projetado,1.0%,Value-Weighted,2023-04-24,0.2951
Naive,Projetado,1.0%,Value-Weighted,2023-05-02,0.3051
Naive,Projetado,1.0%,Value-Weighted,2023-05-08,0.3051
Naive,Projetado,1.0%,Value-Weighted,2023-05-15,0.3607
Naive,Projetado,1.0%,Value-Weighted,2023-05-22,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-05-29,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-06-05,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-06-12,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-06-19,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-06-26,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-07-03,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-07-10,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-07-17,0.3548
Naive,Projetado,1.0%,Value-Weighted,2023-07-24,0.3492
Naive,Projetado,1.0%,Value-Weighted,2023-07-31,0.3651
Naive,Projetado,1.0%,Value-Weighted,2023-08-07,0.3387
Naive,Projetado,1.0%,Value-Weighted,2023-08-14,0.3188
Naive,Projetado,1.0%,Value-Weighted,2023-08-21,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-08-28,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-09-04,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-09-11,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-09-18,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-09-25,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-10-02,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-10-09,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-10-16,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-10-23,0.2941
Naive,Projetado,1.0%,Value-Weighted,2023-10-30,0.2985
Naive,Projetado,1.0%,Value-Weighted,2023-11-06,0.2985
Naive,Projetado,1.0%,Value-Weighted,2023-11-13,0.3699
Naive,Projetado,1.0%,Value-Weighted,2023-11-20,0.4366
Naive,Projetado,1.0%,Value-Weighted,2023-11-27,0.4366
Naive,Projetado,1.0%,Value-Weighted,2023-12-04,0.4366
Naive,Projetado,1.0%,Value-Weighted,2023-12-11,0.4366
Naive,Projetado,1.0%,Value-Weighted,2023-12-18,0.4366
Naive,Projetado,1.0%,Value-Weighted,2023-12-26,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-01-02,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-01-08,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-01-15,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-01-22,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-01-29,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-02-05,0.4366
Naive,Projetado,1.0%,Value-Weighted,2024-02-14,0.4306
Naive,Projetado,1.0%,Value-Weighted,2024-02-19,0.4306
Naive,Projetado,1.0%,Value-Weighted,2024-02-26,0.4429
Naive,Projetado,1.0%,Value-Weighted,2024-03-04,0.4493
Naive,Projetado,1.0%,Value-Weighted,2024-03-11,0.4225
Naive,Projetado,1.0%,Value-Weighted,2024-03-18,0.4783
Naive,Projetado,1.0%,Value-Weighted,2024-03-25,0.4783
Naive,Projetado,1.0%,Markowitz,2023-03-20,0.3636
Naive,Projetado,1.0%,Markowitz,2023-03-27,0.3333
Naive,Projetado,1.0%,Markowitz,2023-04-03,0.3333
Naive,Projetado,1.0%,Markowitz,2023-04-10,0.3333
Naive,Projetado,1.0%,Markowitz,2023-04-17,0.3750
Naive,Projetado,1.0%,Markowitz,2023-04-24,0.3333
Naive,Projetado,1.0%,Markowitz,2023-05-02,0.4000
Naive,Projetado,1.0%,Markowitz,2023-05-08,0.5000
Naive,Projetado,1.0%,Markowitz,2023-05-15,0.3571
Naive,Projetado,1.0%,Markowitz,2023-05-22,0.2941
Naive,Projetado,1.0%,Markowitz,2023-05-29,0.2778
Naive,Projetado,1.0%,Markowitz,2023-06-05,0.3333
Naive,Projetado,1.0%,Markowitz,2023-06-12,0.3529
Naive,Projetado,1.0%,Markowitz,2023-06-19,0.3750
Naive,Projetado,1.0%,Markowitz,2023-06-26,0.3750
Naive,Projetado,1.0%,Markowitz,2023-07-03,0.3529
Naive,Projetado,1.0%,Markowitz,2023-07-10,0.3750
Naive,Projetado,1.0%,Markowitz,2023-07-17,0.3750
Naive,Projetado,1.0%,Markowitz,2023-07-24,0.4375
Naive,Projetado,1.0%,Markowitz,2023-07-31,0.3333
Naive,Projetado,1.0%,Markowitz,2023-08-07,0.2222
Naive,Projetado,1.0%,Markowitz,2023-08-14,0.2667
Naive,Projetado,1.0%,Markowitz,2023-08-21,0.1053
Naive,Projetado,1.0%,Markowitz,2023-08-28,0.1053
Naive,Projetado,1.0%,Markowitz,2023-09-04,0.1111
Naive,Projetado,1.0%,Markowitz,2023-09-11,0.1111
Naive,Projetado,1.0%,Markowitz,2023-09-18,0.1111
Naive,Projetado,1.0%,Markowitz,2023-09-25,0.1111
Naive,Projetado,1.0%,Markowitz,2023-10-02,0.1667
Naive,Projetado,1.0%,Markowitz,2023-10-09,0.1176
Naive,Projetado,1.0%,Markowitz,2023-10-16,0.1667
Naive,Projetado,1.0%,Markowitz,2023-10-23,0.1579
Naive,Projetado,1.0%,Markowitz,2023-10-30,0.1765
Naive,Projetado,1.0%,Markowitz,2023-11-06,0.1765
Naive,Projetado,1.0%,Markowitz,2023-11-13,0.2778
Naive,Projetado,1.0%,Markowitz,2023-11-20,0.3684
Naive,Projetado,1.0%,Markowitz,2023-11-27,0.2857
Naive,Projetado,1.0%,Markowitz,2023-12-04,0.2381
Naive,Projetado,1.0%,Markowitz,2023-12-11,0.3000
Naive,Projetado,1.0%,Markowitz,2023-12-18,0.3158
Naive,Projetado,1.0%,Markowitz,2023-12-26,0.2778
Naive,Projetado,1.0%,Markowitz,2024-01-02,0.2778
Naive,Projetado,1.0%,Markowitz,2024-01-08,0.2778
